company,total_links,active_months,max_monthly_count,avg_monthly_count,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,business_mode,nearest_company,nearest_similarity
Océano del Este SRL,2472,84,56,29.4286,158,174,0.6675,34858630.0,0.0,normal,0.1618,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Lake Victoria Nile    Corporation,0.9946
Isla del Mar NV Forwading,3587,84,95,42.7024,185,309,0.5484,52263675.0,0.0,normal,0.1617,0,1,2,1,C1-S2,C1-S2-T1,general_trader,-4,0.9796
Selous Game Reserve  Sp Distribution,13570,82,460,165.4878,141,357,0.0008,289086800.0,0.0,normal,0.1615,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Brisa del Mar LC,0.9722
Namib Desert  Ltd. Corporation,482,30,40,16.0667,23,64,0.0021,6840115.0,0.0,normal,0.1612,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Leucosia Limited Liability Company,0.9992
Malawi Rift   BV Forwading,32,19,3,1.6842,13,7,0.0938,208495.0,0.0,normal,0.1597,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,Orange River   Eel Company Shipping,0.9995
AquaBite Pelican Incorporated Transport,5535,84,99,65.8929,622,574,0.0,30660595.0,0.0,normal,0.1593,0,1,3,0,C1-S3,C1-S3-T0,general_trader,River Gambia  Brine Pic Express,0.9992
-22,33,19,3,1.7368,7,10,0.0303,510045.0,0.0,normal,0.1584,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,-20,1.0
Coral del Mar Incorporated,177,43,23,4.1163,9,8,0.209,2518295.0,0.0,normal,0.1584,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Estrella del Mar Sp Transit,0.9925
Playa del Sol Limited Liability Company Logistics,18,13,3,1.3846,8,7,0.0,39725.0,0.0,normal,0.1583,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,-13,1.0
Leucosia Limited Liability Company,185,25,26,7.4,34,50,0.0,2824245.0,0.0,normal,0.1578,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,xiǎo lóng xiā BV Brothers,0.9995
Cape of Good Hope   Corp,1957,61,82,32.082,139,484,0.0,30034500.0,0.0,normal,0.1577,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Lake Mweru  Sp Consulting,0.9186
Khundu Whale AG Cargo,3078,78,103,39.4615,462,524,0.0214,46518080.0,83780.0,normal,0.1576,0,1,3,2,C1-S3,C1-S3-T2,general_trader,AquaBite Pelican Incorporated Transport,0.9755
Caracola del Sol Marine mist,428,81,16,5.284,50,50,0.764,1880390.0,0.0,normal,0.1575,0,5,2,0,C5-S2,C5-S2-T0,niche_or_shell,Black Sea Anchovy Pic Wharf,0.9988
West Bengal  Company Nori,3835,84,166,45.6548,187,379,0.2216,122686110.0,671275.0,normal,0.1572,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Briny Import Marine sanctuary,0.8937
Zale Solutions Sea spray,443,69,26,6.4203,26,35,0.4334,8181210.0,0.0,normal,0.1565,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Zambezi Valley  SRL Overseas,0.9928
Mar de la Aventura & Incorporated Shipping,15487,84,493,184.369,139,56,0.0,160428365.0,0.0,normal,0.1561,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Kong zhong diao yu  NV Export,0.9814
Nile Crocodile  OJSC Express,114,27,15,4.2222,7,14,0.1316,2810455.0,0.0,normal,0.1549,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Aqua Anchor Sagl Marine sanctuary,0.9983
-20,28,19,3,1.4737,8,10,0.0357,494040.0,0.0,normal,0.1535,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,-22,1.0
Arunachal Pradesh s SRL,3473,84,85,41.3452,395,521,0.0668,59706760.0,511380.0,normal,0.1524,0,1,3,2,C1-S3,C1-S3-T2,general_trader,bǐ mù yú A/S Shipping,0.9873
Estrella de Mar Consultants -,14912,84,273,177.5238,415,166,0.0,190825390.0,0.0,normal,0.1524,0,1,1,1,C1-S1,C1-S1-T1,general_trader,Oceanic Oracle GmbH America,0.9376
West Bengal  A/S Freight ,5736,72,180,79.6667,14,131,0.1703,75034745.0,0.0,normal,0.1516,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Bihar  GmbH & Co. KG Carriers,0.7882
Jharkhand Sea  Inc Shipping,532,82,15,6.4878,12,45,0.4737,4730975.0,0.0,normal,0.1506,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Kallianassa Fish  AG Solutions,0.9964
Coastal Castaway Anchor Pic Export,8035,84,156,95.6548,564,422,0.0002,69491950.0,0.0,normal,0.1502,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Indian Ocean Harvesters S.A. de C.V. Consultants,0.9974
Mar de la Vida LC,5928,84,110,70.5714,433,550,0.1694,87648310.0,0.0,normal,0.1501,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Punjab Sea  CJSC Estuary,0.9864
Oceanic Oracle GmbH America,12930,84,259,153.9286,359,53,0.0022,334388195.0,0.0,normal,0.15,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Pez Dorado Plc Seaport,0.9805
Coral del Cielo A/S,193,55,11,3.5091,21,39,0.0104,233861990.0,0.0,normal,0.1484,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Blue Water Ventures NV,0.9879
River Gambia  Brine Pic Express,6009,84,130,71.5357,616,563,0.0003,38153995.0,0.0,normal,0.1477,0,1,3,0,C1-S3,C1-S3-T0,general_trader,AquaBite Pelican Incorporated Transport,0.9992
Mar de la Felicidad Inc Motorboat,60,32,4,1.875,3,9,0.1833,468265.0,0.0,normal,0.1476,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Aqua Anchor Sagl Marine sanctuary,0.9968
Chituku Ltd. Liability Co Transport,3700,84,100,44.0476,454,232,0.2422,51965335.0,0.0,normal,0.1469,0,1,1,0,C1-S1,C1-S1-T0,general_trader,mán yú S.A. de C.V. Captain,0.7858
Madhya Pradesh   Ltd. Corporation,3784,75,362,50.4533,154,324,0.0092,201159030.0,0.0,normal,0.1465,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Maharashtra ers Corporation Industrial,0.8532
Gulf of Guinea   Incorporated Ray,336,36,30,9.3333,95,110,0.0,1849915.0,0.0,normal,0.1463,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Andhra Pradesh  Sp Worldwide,0.9948
Indian Ocean Harvesters S.A. de C.V. Consultants,6771,84,141,80.6071,581,414,0.0007,39633265.0,0.0,normal,0.1462,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Coastal Castaway Anchor Pic Export,0.9974
Ola Azul Ges.m.b.H. Services,14138,84,396,168.3095,224,163,0.0789,267645215.0,0.0,normal,0.1462,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Kong zhong diao yu  NV Export,0.9599
Matuku GmbH Dry dock,256,41,20,6.2439,6,3,0.0547,5951495.0,0.0,normal,0.1448,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Belgian Cod SRL Overseas,0.9993
SeaBass Company Ltd. Corporation Transport,3342,84,769,39.7857,110,211,0.0147,12261120.0,0.0,normal,0.1447,0,1,1,2,C1-S1,C1-S1-T2,niche_or_shell,CoralCove Foods Limited Liability Company Jetty,0.9801
Scottish Oysters Tsunami Sp Line,5845,84,249,69.5833,269,457,0.021,66785680.0,1022405.0,normal,0.1445,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Cape Verde Islands  Catchers GmbH & Co. KG Shipping,0.9439
Kallianassa Fish  AG Solutions,362,84,10,4.3095,21,62,0.4669,4839615.0,0.0,normal,0.1444,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Lake Victoria Nile    Inc,0.9985
Diao er  Limited Liability Company,3802,84,132,45.2619,93,81,0.6589,72420725.0,0.0,normal,0.1442,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Adriatic Catch Ltd. Liability Co Transportation,0.997
Saltwater Sanctuary Marine ecology,1674,84,39,19.9286,135,65,0.6069,24466520.0,0.0,normal,0.144,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Arunachal Pradesh s Plc,0.9943
Ola Marina Company Line,7608,84,177,90.5714,428,672,0.0836,187886675.0,0.0,normal,0.1437,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Coral Cove Corporation Delivery,0.9976
SeaBite Ltd. Liability Co,3107,68,212,45.6912,33,378,0.0,37647195.0,0.0,normal,0.1437,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Jharkhand Sea  S.p.A. United,0.9266
Kilwa Coast  Coast NV Delivery,434,81,17,5.358,40,63,0.553,7127890.0,0.0,normal,0.1434,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Uttar Pradesh s Oyj,0.989
Yu xian  Ltd. Liability Co Freight ,2242,52,145,43.1154,4,30,0.0089,40644440.0,0.0,normal,0.1434,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,-2050,0.9907
Neva  Jetty GmbH Forwading,2535,58,176,43.7069,118,175,0.1554,50391695.0,0.0,normal,0.1427,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Marine Muse Ltd. Corporation,0.9712
Portuguese Tuna A/S Cargo,11132,84,257,132.5238,385,686,0.0397,245371660.0,0.0,normal,0.1425,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Belgian Scallop S.A. de C.V.,0.98
Maharashtra   Limited Liability Company,14890,84,347,177.2619,166,54,0.0004,191516750.0,0.0,normal,0.1421,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Kong zhong diao yu  NV Export,0.9812
Punjab Sea  CJSC Estuary,6477,84,150,77.1071,355,552,0.1803,105145425.0,0.0,normal,0.1421,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Mar de la Vida LC,0.9864
Arunachal Pradesh s Kga,7731,84,530,92.0357,155,617,0.0,86898340.0,0.0,normal,0.142,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Vleikurper Limited Liability Company Transport,0.9351
Ancla de Oro Kga Import,3061,84,61,36.4405,239,289,0.3682,53431100.0,0.0,normal,0.1419,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Gambia River   GmbH & Co. KG and,0.9855
Mar del Golfo Limited Liability Company Forwading,6306,84,192,75.0714,474,668,0.0703,158113150.0,0.0,normal,0.1418,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Coral Cove Corporation Delivery,0.9956
Kong zhong diao yu  NV Export,15051,84,403,179.1786,165,109,0.0,288011705.0,0.0,normal,0.1413,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Mar de la Aventura & Incorporated Shipping,0.9814
S.A. de C.V. Sagl,307,33,21,9.303,4,30,0.1075,5613885.0,0.0,normal,0.1412,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Aqua Anchor Sagl Marine sanctuary,0.9986
The Salty Dog LLC,2234,84,59,26.5952,97,124,0.6352,46090390.0,0.0,normal,0.1411,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Arunachal Pradesh s Plc,0.9976
AquaFresh Foods Marine sanctuary,12796,81,348,157.9753,248,304,0.0,135188940.0,0.0,normal,0.1404,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Olas del Sur AG,0.9789
xiǎo lóng xiā BV Brothers,74,23,12,3.2174,9,24,0.0,591045.0,0.0,normal,0.1402,0,2,1,1,C2-S1,C2-S1-T1,niche_or_shell,Leucosia Limited Liability Company,0.9995
xuě yú Seafood Sp Carriers,1399,74,109,18.9054,43,226,0.0,557439680.0,0.0,normal,0.1401,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Yu lou  S.A. de C.V.,0.8123
Zambezi Valley  SRL Overseas,259,72,18,3.5972,23,30,0.4324,1992225.0,0.0,normal,0.14,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Zale Solutions Sea spray,0.9928
Arunachal Pradesh s Plc,1640,84,41,19.5238,100,80,0.6921,26419475.0,0.0,normal,0.1397,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Greek Octopus Ltd. Corporation,0.9979
Assam  Market Incorporated Tanker,2308,84,367,27.4762,145,229,0.3241,47913245.0,0.0,normal,0.1397,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Manipur  Market Ltd. Liability Co,0.796
Estrella del Mar Sp Transit,138,48,11,2.875,18,22,0.2536,2150115.0,0.0,normal,0.1392,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Coral del Mar Incorporated,0.9925
Hook Ltd. Corporation Line,365,34,24,10.7353,4,27,0.0548,3400795.0,0.0,normal,0.1392,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,SurfSide Limited Liability Company,0.9994
Coral Cove Corporation Delivery,7032,84,151,83.7143,438,674,0.0849,85294210.0,0.0,normal,0.139,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Ola Marina Company Line,0.9976
Himachal Pradesh  BV Holdings,2482,84,83,29.5476,180,225,0.4867,126638020.0,0.0,normal,0.1389,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Manipur  Market Ltd. Liability Co,0.9891
Surf's Up  Kga Shipping,1832,82,56,22.3415,44,101,0.0027,1552213440.0,0.0,normal,0.1381,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Shipping S.A. de C.V.,0.9797
Bihar  GmbH & Co. KG Carriers,4659,67,144,69.5373,57,108,0.0741,104250345.0,0.0,normal,0.1376,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Saltwater Solutions Kga Freight ,0.9815
Wave Watchers Ltd International,413,38,29,10.8684,88,51,0.0,1521090.0,0.0,normal,0.1376,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Harbah Motorboat AG Shipping,0.9963
Eirene AB Marine sanctuary,2942,50,124,58.84,30,86,0.0,22917025.0,0.0,normal,0.1374,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,-2050,0.9965
Southeast S.A. de C.V.,182,56,15,3.25,39,58,0.1923,2423805.0,0.0,normal,0.1368,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Estrella del Mar Sp Transit,0.9827
Chituku Trout Inc Cargo,465,44,23,10.5682,17,24,0.1011,5697420.0,0.0,normal,0.1364,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Matuku GmbH Dry dock,0.9977
Adriatic Mackerel Ges.m.b.H. Family,2944,84,92,35.0476,104,195,0.5041,107565385.0,0.0,normal,0.1356,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Ltd. Corporation Ltd. Liability Co,0.986
Estrella del Sol Incorporated Aqua,2552,84,131,30.381,101,117,0.5968,44747480.0,0.0,normal,0.1355,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Adriatic Catch Ltd. Liability Co Transportation,0.9986
SurfSide Limited Liability Company,40,30,3,1.3333,11,19,0.05,83630.0,0.0,normal,0.1354,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Hook Ltd. Corporation Line,0.9994
Ltd. Corporation Ltd. Liability Co,1904,84,68,22.6667,140,201,0.4585,24578650.0,0.0,normal,0.1351,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Adriatic Mackerel Ges.m.b.H. Family,0.986
Adriatic Catch Ltd. Liability Co Transportation,2545,84,154,30.2976,93,95,0.6271,39452360.0,0.0,normal,0.1347,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Estrella del Sol Incorporated Aqua,0.9986
-28,122,30,14,4.0667,16,17,0.0164,1525195.0,0.0,normal,0.1344,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Kariba Dam   LC Transport,0.9999
Seashell s  SRL Industrial,10676,84,471,127.0952,88,369,0.0,152258835.0,0.0,normal,0.1328,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Brisa del Mar LC,0.9858
Beachcombers NV and Son's,2385,54,225,44.1667,32,83,0.0,93596595.0,0.0,normal,0.1327,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Telangana  Wakame CJSC United,0.9882
Aqua Adventures S.A. de C.V. Cargo,42,28,3,1.5,12,21,0.0,347295.0,0.0,normal,0.1325,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Bahía Azul Ltd Holdings,1.0
Fisherman's Bounty AG Delivery,801,49,134,16.3469,35,94,0.0574,4098960.0,0.0,normal,0.1324,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Costa de la Felicidad AB,0.9934
Caracola del Este Plc,2914,84,65,34.6905,383,585,0.1129,100535690.0,0.0,normal,0.1318,0,1,3,2,C1-S3,C1-S3-T2,general_trader,SeaSpray Marine biology Ltd Distribution,0.9885
Saltwater Solutions Kga Freight ,3142,62,119,50.6774,28,71,0.0048,136471605.0,0.0,normal,0.1313,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,CoralCove GmbH & Co. KG,0.9834
Jammu Ltd. Liability Co,7003,84,198,83.369,541,418,0.0019,59151040.0,0.0,normal,0.1311,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Coastal Castaway Anchor Pic Export,0.9968
bǐ mù yú A/S Shipping,3988,84,86,47.4762,310,479,0.0983,57373795.0,549415.0,normal,0.131,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Arunachal Pradesh s SRL,0.9873
Adriatic Tuna Pic Express,6313,84,155,75.1548,266,398,0.2522,102434305.0,0.0,normal,0.1308,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Briny Import Marine sanctuary,0.95
Malabar Sea Catch -,271,37,36,7.3243,19,20,0.0996,6114355.0,0.0,normal,0.1307,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,S.A. de C.V. Sagl,0.9986
Uttar Pradesh s Oyj,941,84,52,11.2024,40,75,0.4952,14700935.0,0.0,normal,0.1303,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Kallianassa Fish  AG Solutions,0.994
-63,68,29,8,2.3448,16,9,0.0,1225620.0,0.0,normal,0.1298,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Kariba Dam   LC Transport,0.9999
Fisherman's Pride Hull Ges.m.b.H. United,455,44,43,10.3409,50,121,0.0044,1623735.0,0.0,normal,0.1296,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,ReefRider GmbH & Co. KG,0.9933
guī yú Corporation Solutions,99,27,11,3.6667,10,11,0.0,482885.0,0.0,normal,0.1284,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Kariba Dam   LC Transport,0.9999
Costa de la Felicidad AB,341,40,67,8.525,13,11,0.0,3209780.0,0.0,normal,0.1279,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Reef Rascals Fish  Oyj Import,0.9981
Atlántico Sur Cargo ship,3075,84,105,36.6071,257,402,0.0007,25105435.0,1076390.0,normal,0.1271,0,1,3,1,C1-S3,C1-S3-T1,general_trader,Scottish Oysters Tsunami Sp Line,0.9329
Lake Victoria Nile    Inc,518,83,23,6.241,33,87,0.4228,5006535.0,0.0,normal,0.1266,0,1,2,0,C1-S2,C1-S2-T0,niche_or_shell,Kallianassa Fish  AG Solutions,0.9985
Simien Mountains   Company Transport,7822,84,154,93.119,376,574,0.0422,213442005.0,0.0,normal,0.1266,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Arunachal  Dashi Inc Worldwide,0.9946
-62,81,44,5,1.8409,16,44,0.0247,44526850.0,0.0,normal,0.1265,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,BlueWater Bistro A/S Holdings,0.9994
-2050,2138,47,91,45.4894,10,45,0.0,30121735.0,0.0,normal,0.1258,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Eirene AB Marine sanctuary,0.9965
Kariba Dam   LC Transport,79,28,11,2.8214,8,8,0.0,1369415.0,0.0,normal,0.1257,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,-63,0.9999
Caracola del Este Sp,5373,84,236,63.9643,52,798,0.0032,6785190.0,0.0,normal,0.125,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Congo River  Marine conservation Seaside,0.9768
Aqua Anchor Sagl Marine sanctuary,90,35,8,2.5714,28,33,0.1333,4429350.0,0.0,normal,0.1248,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,S.A. de C.V. Sagl,0.9986
Brisa del Mar LC,11706,84,530,139.3571,128,343,0.0031,118443840.0,0.0,normal,0.1242,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Seashell s  SRL Industrial,0.9858
Faroe Islands Halibut Cargo Canal,120,40,14,3.0,9,8,0.025,9445900.0,0.0,normal,0.1236,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Coral del Sur LC Export,0.9999
SeaSpray Marine biology Ltd Distribution,4684,84,125,55.7619,396,580,0.0784,67166115.0,98015.0,normal,0.1236,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Amerigo S.A. de C.V.,0.9932
Red Sea  N.V. Marine biology,42,32,3,1.3125,7,16,0.0,458920.0,0.0,normal,0.1233,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Harbah Motorboat AG Shipping,0.9998
Vleikurper Limited Liability Company Transport,10443,83,271,125.8193,132,569,0.0107,93798675.0,0.0,normal,0.1233,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Kilimajaro Slopes   Oceanfront AB Overseas,0.9713
Barco de Plata SE,354,71,29,4.9859,30,126,0.2316,2916395.0,0.0,normal,0.123,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Caracola del Sol LLC,0.9567
Manipur  Market Ltd. Liability Co,2531,83,141,30.494,170,224,0.437,38751190.0,0.0,normal,0.123,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Himachal Pradesh  BV Holdings,0.9891
Arunachal  Dashi Inc Worldwide,7041,84,136,83.8214,345,593,0.0666,212593500.0,0.0,normal,0.1229,0,1,3,0,C1-S3,C1-S3-T0,general_trader,Simien Mountains   Company Transport,0.9946
Viento y Mar Co,2064,50,123,41.28,15,159,0.0,16059350.0,0.0,normal,0.1229,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Eirene AB Marine sanctuary,0.9845
-6,694,84,25,8.2619,120,154,0.3343,31043365.0,0.0,normal,0.1225,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,Logistics Ltd. Liability Co,0.9932
Black Sea Carp Ltd,6470,77,162,84.026,10,34,0.0,301524420.0,0.0,normal,0.1225,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Brisa del Este ОАО,0.938
Gambia River   GmbH & Co. KG and,2378,84,54,28.3095,203,314,0.3478,30669880.0,0.0,normal,0.1211,0,1,2,1,C1-S2,C1-S2-T1,general_trader,Bay of Bengal's Sagl,0.9888
Atlantic Ocean Coast  _ Ges.m.b.H. Express,226,36,25,6.2778,13,40,0.0088,2205830.0,0.0,normal,0.1201,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,ReefRider GmbH & Co. KG,0.9998
Dry Creek Ltd. Liability Co Marine ecology,199,43,21,4.6279,25,15,0.0,803385.0,0.0,normal,0.1201,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Blue Water Ventures Co,0.9996
Jharkhand Sea  S.p.A. United,832,66,107,12.6061,15,315,0.0048,3300440.0,0.0,normal,0.12,0,1,1,0,C1-S1,C1-S1-T0,general_trader,SeaBite Ltd. Liability Co,0.9266
-1225,3830,69,200,55.5072,4,125,0.0,37588490.0,0.0,normal,0.1198,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Diao er  Co Underwater,0.9477
Bahía Azul Ltd Holdings,41,28,4,1.4643,9,25,0.0,185910.0,0.0,normal,0.1197,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Aqua Adventures S.A. de C.V. Cargo,1.0
Fisherman's Bounty Pic Transport,7034,84,142,83.7381,500,175,0.0,107220770.0,0.0,normal,0.1195,0,1,1,0,C1-S1,C1-S1-T0,general_trader,bái suō wěn lú Ltd Cargo,0.9768
Zanzibar Archipelago   Company Transport,74,41,5,1.8049,29,19,0.0135,572900.0,0.0,normal,0.1194,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Reef Rascals Fish  Oyj Import,0.9996
Greek ermen Plc Marine sanctuary,7927,84,194,94.369,310,432,0.0906,145221260.0,0.0,normal,0.1188,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Playa Blanca Sagl Shipping,0.9807
Danish Lobster Kga Motorboat,1009,53,220,19.0377,89,64,0.0,3490630.0,0.0,normal,0.1187,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Telangana  Wakame CJSC United,0.9873
Baltic Catch Ltd Coral Reef,2046,84,51,24.3571,310,474,0.11,39295870.0,0.0,normal,0.1186,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Chituku Roe Corp Import,0.9845
Irish Trout Inc Solutions,763,84,26,9.0833,80,99,0.3329,49903855.0,55415.0,normal,0.1185,0,1,2,2,C1-S2,C1-S2-T2,niche_or_shell,Lake Victoria Catch  NV,0.9829
Perla del Mar Kga,13596,84,246,161.8571,277,112,0.0004,47470395.0,0.0,normal,0.1183,0,1,1,1,C1-S1,C1-S1-T1,niche_or_shell,Pez Dorado Plc Seaport,0.9686
Arena del Mar AB,2164,73,102,29.6438,31,526,0.0,48856205.0,0.0,normal,0.1179,0,1,3,2,C1-S3,C1-S3-T2,general_trader,Gulf of Guinea   Enterprises,0.9558
Norwegian King Crab S.A. de C.V.,103,40,12,2.575,27,49,0.0194,534695.0,0.0,normal,0.1178,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Belgian Scallop Sagl Merchants,0.9993
Faroe Islands Shrimp Corporation,1222,57,75,21.4386,61,20,0.0,122488410.0,0.0,normal,0.117,0,1,0,0,C1-S0,C1-S0-T0,niche_or_shell,Sea Seekers Jetty Company & Son's,0.993
Logistics Ltd. Liability Co,840,84,27,10.0,84,155,0.35,45818195.0,0.0,normal,0.1164,0,1,2,1,C1-S2,C1-S2-T1,niche_or_shell,-6,0.9932
Okavango Delta  Cargo ship,12416,84,324,147.8095,34,74,0.0024,84552490.0,0.0,normal,0.1163,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Haryana Sea  Mussel Inc Export,0.9454
Fisherman's Bounty Corp Marine,1902,84,47,22.6429,111,200,0.0883,46935755.0,1110505.0,normal,0.1159,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Brisa del Mar Plc,0.9124
Belgian Cod SRL Overseas,166,43,17,3.8605,20,30,0.0602,2910915.0,0.0,normal,0.1156,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Matuku GmbH Dry dock,0.9993
Briny Import Marine sanctuary,5234,84,138,62.3095,213,501,0.2432,43150000.0,0.0,normal,0.1154,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Adriatic Tuna Pic Express,0.95
Madhya Pradesh  Market Ltd. Liability Co Marine ecology,4765,83,124,57.4096,333,409,0.0004,17594105.0,0.0,normal,0.1154,0,1,1,0,C1-S1,C1-S1-T0,general_trader,West Bengal   N.V. Marine conservation,0.9806
Coral del Sur LC Export,77,40,6,1.925,5,7,0.026,1485740.0,0.0,normal,0.1151,0,2,0,1,C2-S0,C2-S0-T1,niche_or_shell,Faroe Islands Halibut Cargo Canal,0.9999
Harbah Motorboat AG Shipping,87,32,7,2.7188,20,9,0.0,1981140.0,0.0,normal,0.1138,0,2,1,0,C2-S1,C2-S1-T0,niche_or_shell,Red Sea  N.V. Marine biology,0.9998
