company_a,company_b,relationship_pattern,confidence,month_overlap_count,month_overlap_jaccard,shared_partner_count,shared_partner_jaccard,gap_months,a_first_month,a_last_month,b_first_month,b_last_month,a_active_months,b_active_months,a_temporal_pattern,b_temporal_pattern,overlap_month_sample
Lake Chad  Marine conservation,Mar del Oeste Transport,synchronous,0.678,84,1.0,7,0.1948,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
OceanSavor Surf Limited Liability Company Logistics,Saltwater Sirens S.p.A. International,synchronous,0.678,84,1.0,3,0.1944,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,The Salty Pearl LC,synchronous,0.678,84,1.0,2,0.1938,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa del Este AS,Zambezi Valley  Marine biology,synchronous,0.678,84,1.0,2,0.1953,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Oeste Transport,Oceanic Oasis Co Transit,synchronous,0.678,84,1.0,4,0.1951,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Oeste Transport,Mar y Luna Co,synchronous,0.678,84,1.0,7,0.1949,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aquatic Adventures Ltd. Liability Co,Rajasthan  Market Sagl Express,synchronous,0.678,84,1.0,3,0.194,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Mar y Luna GmbH,synchronous,0.678,84,1.0,3,0.1955,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sailors and Surfers Incorporated Enterprises,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.677,84,1.0,243,0.1916,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Océano de Coral Corporation Express,synchronous,0.677,84,1.0,165,0.1927,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Madagascar   Ltd. Corporation Express,synchronous,0.677,84,1.0,19,0.1928,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Sol Services,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.677,84,1.0,363,0.1913,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Caracola del Sol Services,synchronous,0.677,84,1.0,375,0.192,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Fisherman's Best Marine conservation,synchronous,0.677,84,1.0,256,0.193,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Pao gan LC Freight ,synchronous,0.677,84,1.0,172,0.1932,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,SeaTree Ltd. Liability Co Holdings,synchronous,0.677,84,1.0,94,0.1935,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Turkish Sword S.A. de C.V. Trout,synchronous,0.677,84,1.0,118,0.1922,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Limited Liability Company GmbH,synchronous,0.677,84,1.0,96,0.1936,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Pao gan LC Freight ,synchronous,0.677,84,1.0,103,0.1915,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Sea Breeze Sagl Oceanfront,synchronous,0.677,84,1.0,121,0.1918,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme ОАО Forwading,Yu xian  SRL Industrial,synchronous,0.677,84,1.0,152,0.1925,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Yu xian  SRL Industrial,synchronous,0.677,84,1.0,124,0.1916,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.677,84,1.0,174,0.192,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Sailors and Surfers Incorporated Enterprises,Yu xian  SRL Industrial,synchronous,0.677,84,1.0,265,0.1917,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Lake Nakuru  Kga Logistics,synchronous,0.677,84,1.0,54,0.1921,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,lú yú GmbH & Co. KG,synchronous,0.677,84,1.0,140,0.1926,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Lake Nasser  Freight  Seal,synchronous,0.677,84,1.0,3,0.1918,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme Pelican Ltd Enterprises,Saltwater Supreme ОАО Forwading,synchronous,0.677,84,1.0,144,0.1918,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.677,84,1.0,85,0.1916,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Sur Oyj,Portuguese Tuna Bonito Kga Consultants,synchronous,0.677,84,1.0,86,0.193,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Jammu Ltd. Liability Co,synchronous,0.677,84,1.0,36,0.1916,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Northeast Sea S.p.A. Marine,synchronous,0.677,84,1.0,26,0.1923,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Saltwater Solitude Company Worldwide,synchronous,0.677,84,1.0,18,0.1913,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Uttar Pradesh s AG,synchronous,0.677,84,1.0,40,0.1934,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod CJSC Export,Lake Nakuru  Kga Logistics,synchronous,0.677,84,1.0,80,0.1937,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.677,84,1.0,25,0.1932,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,The Sea Turtle GmbH & Co. KG,synchronous,0.677,84,1.0,81,0.193,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jammu Ltd. Liability Co,Lake Nakuru  Kga Logistics,synchronous,0.677,84,1.0,41,0.1914,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers GmbH Logistics,Fisherman's Bounty Pic Transport,synchronous,0.677,84,1.0,38,0.1926,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Fisherman's Bounty Pic Transport,synchronous,0.677,84,1.0,44,0.192,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,River Gambia  Brine Pic Express,synchronous,0.677,84,1.0,24,0.1923,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
River Gambia  Brine Pic Express,Uttar Pradesh s AG,synchronous,0.677,84,1.0,46,0.1927,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Northeast Sea S.p.A. Marine,synchronous,0.677,84,1.0,18,0.1919,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Maharashtra ers Incorporated Express,synchronous,0.677,84,1.0,54,0.193,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nakuru  Kga Logistics,Ola del Mar S.A. de C.V.,synchronous,0.677,84,1.0,34,0.1931,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Tide Turners Ltd Transport,synchronous,0.677,84,1.0,7,0.1937,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Tide Turners Ltd Transport,Zambezi Valley  Marine biology,synchronous,0.677,84,1.0,3,0.1916,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa Marina CJSC Bonito,Sea Star LLC Shipping,synchronous,0.677,84,1.0,3,0.192,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Sur AG,Orange River   GmbH & Co. KG Shipping,synchronous,0.677,84,1.0,20,0.1932,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Coastal Cruisers GmbH Logistics,synchronous,0.677,84,1.0,50,0.1933,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arena del Sol Pic,French  Seabed S.p.A. Forwading,synchronous,0.677,83,0.9881,3,0.2114,,2028-01,2034-12,2028-01,2034-12,83,84,general,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Edward  BV Marine conservation,Lake Motoso  Sagl Brothers,synchronous,0.677,84,1.0,5,0.1919,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Dutch Mussels Tidepool ОАО Express,Uttarakhand   Tidepool Oyj International,synchronous,0.677,82,0.9762,2,0.2273,,2028-01,2034-12,2028-01,2034-12,84,82,stable,stable,2028-01;2028-02;2028-05;2028-06;2028-07;2028-08
Océano de Coral Corporation Express,Turkish Sword S.A. de C.V. Trout,synchronous,0.676,84,1.0,173,0.1904,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Océano de Coral Corporation Express,Olas del Mar Worldwide,synchronous,0.676,84,1.0,169,0.1901,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Selous Game Reserve  S.A. de C.V.,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.676,84,1.0,160,0.1894,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Olas del Mar Worldwide,synchronous,0.676,84,1.0,269,0.1891,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Mar Worldwide,Saltwater Supreme ОАО Forwading,synchronous,0.676,84,1.0,152,0.189,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Panope Limited Liability Company,Saltwater Supreme ОАО Forwading,synchronous,0.676,84,1.0,136,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,Rift Valley fishery Inc,synchronous,0.676,84,1.0,122,0.1912,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod CJSC Export,Coastal Castaway Anchor Pic Export,synchronous,0.676,84,1.0,68,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Jharkhand  Ltd. Liability Co Worldwide,synchronous,0.676,84,1.0,35,0.1907,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme ОАО Forwading,lú yú GmbH & Co. KG,synchronous,0.676,84,1.0,121,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata Corp,Saltwater Supreme ОАО Forwading,synchronous,0.676,84,1.0,136,0.1909,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Caracola del Sol Services,synchronous,0.676,84,1.0,336,0.1901,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Turkish Sword S.A. de C.V. Trout,synchronous,0.676,84,1.0,120,0.1911,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.676,84,1.0,96,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Brine,Caracola Azul Oyj &,synchronous,0.676,84,1.0,105,0.1902,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Yu xian  SRL Industrial,synchronous,0.676,84,1.0,154,0.1908,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Portuguese Tuna Bonito Kga Consultants,synchronous,0.676,84,1.0,162,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Portuguese Tuna Bonito Kga Consultants,Saltwater Supreme ОАО Forwading,synchronous,0.676,84,1.0,125,0.19,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Yu xian  SRL Industrial,synchronous,0.676,84,1.0,122,0.1912,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Congo Rapids   Ltd. Corporation,Turkish Sword S.A. de C.V. Trout,synchronous,0.676,84,1.0,100,0.19,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.676,84,1.0,104,0.1908,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Irish Scallop S.p.A. Marine life,Mar de la Vida Incorporated,synchronous,0.676,84,1.0,64,0.1908,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Lake Nakuru  Kga Logistics,synchronous,0.676,84,1.0,39,0.1909,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Madagascar   Ltd. Corporation Express,synchronous,0.676,84,1.0,22,0.1903,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra ers Incorporated Express,Ola del Mar S.A. de C.V.,synchronous,0.676,84,1.0,33,0.1891,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Norwegian Salmon ОАО Express,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.676,84,1.0,4,0.1894,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Ola del Mar S.A. de C.V.,synchronous,0.676,84,1.0,25,0.1903,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Coastal Castaway Anchor Pic Export,synchronous,0.676,84,1.0,42,0.1906,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Uttar Pradesh s AG,synchronous,0.676,84,1.0,43,0.1888,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Blue Horizon Co Distribution,synchronous,0.676,84,1.0,19,0.1912,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Lake Nasser  Freight  Seal,synchronous,0.676,84,1.0,11,0.1898,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Greek Sea Bass Inc Transport,synchronous,0.676,84,1.0,19,0.189,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.676,84,1.0,25,0.1888,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Mar del Oeste Transport,synchronous,0.676,84,1.0,10,0.1906,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,River Gambia  Brine Pic Express,synchronous,0.676,84,1.0,22,0.1908,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Lake Nasser  Freight  Seal,synchronous,0.676,84,1.0,6,0.1906,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers GmbH Logistics,Ola del Mar S.A. de C.V.,synchronous,0.676,84,1.0,35,0.189,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s SRL,OceanGem Limited Liability Company Carriers,synchronous,0.676,83,0.9881,17,0.2087,,2028-01,2034-12,2028-01,2034-12,84,83,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ancla Marina & Ltd. Liability Co Distribution,Lake Motoso  Sagl Brothers,synchronous,0.676,84,1.0,3,0.1894,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Tide Turners Ltd Transport,synchronous,0.676,84,1.0,9,0.1907,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Coastal Cruisers GmbH Logistics,synchronous,0.676,84,1.0,42,0.1901,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Ola del Mar S.A. de C.V.,synchronous,0.676,84,1.0,15,0.19,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Oeste Transport,Ola del Mar S.A. de C.V.,synchronous,0.676,84,1.0,19,0.1888,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa del Sol AS Shipping,Olas del Sur AG,synchronous,0.676,84,1.0,16,0.1902,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Fisherman's Bounty Pic Transport,synchronous,0.676,84,1.0,38,0.1911,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Coastal Castaway Anchor Pic Export,synchronous,0.676,84,1.0,15,0.19,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Norwegian Salmon ОАО Express,synchronous,0.676,84,1.0,7,0.1895,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Neva  Flounder GmbH Freight ,Seashell s  SRL Industrial,synchronous,0.676,83,0.9881,4,0.2077,,2028-01,2034-12,2028-01,2034-12,83,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aquatic Adventures Ltd. Liability Co,Zambezi Valley  Marine biology,synchronous,0.676,84,1.0,2,0.1889,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueTide N.V. Marine conservation,Fisherman's Bounty Pic Transport,synchronous,0.676,84,1.0,24,0.1911,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Oeste Transport,xiǎo lóng xiā LC,synchronous,0.676,84,1.0,7,0.1905,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Mar del Oeste Transport,synchronous,0.676,84,1.0,3,0.1903,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
OceanSavor Surf Limited Liability Company Logistics,jīng GmbH & Co. KG,synchronous,0.676,81,0.9643,6,0.2429,,2028-01,2034-12,2028-01,2034-12,84,81,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Playa del Mar OJSC Jetty,Shou gan  Oyj Overseas,synchronous,0.676,84,1.0,3,0.1908,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.676,84,1.0,7,0.1902,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
